Tool,Phase,Case,Run,Scenario,Artifact,Iteration,Metric,Value
Jena_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,2,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,3,Batch,32,1,Time,2425826924
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,32,1,Time,3080068223
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,3,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,256,1,Time,15159943883
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,256,1,Time,7301660493
Jena_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,256,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,5,Batch,64,1,Time,3157397110
Sesame_(No_Inferencing),Check,ConnectedSegments,5,Batch,64,1,Time,4572971603
Sesame_(No_Inferencing),Check,ConnectedSegments,5,Batch,64,1,Matches,0
Sesame_(No_Inferencing),Read,ConnectedSegments,2,Batch,2,1,Time,129472783
Sesame_(No_Inferencing),Check,ConnectedSegments,2,Batch,2,1,Time,251979656
Sesame_(No_Inferencing),Check,ConnectedSegments,2,Batch,2,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,1,Batch,32,1,Time,3774313261
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,32,1,Time,1288312132
Jena_(No_Inferencing),Check,SemaphoreNeighbor,1,Batch,32,1,Matches,0
Jena_(No_Inferencing),Read,RouteSensor,1,Batch,16,1,Time,2106700354
Jena_(No_Inferencing),Check,RouteSensor,1,Batch,16,1,Time,692703754
Jena_(No_Inferencing),Check,RouteSensor,1,Batch,16,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,1,Batch,16,1,Time,2814673526
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,16,1,Time,416293206
Sesame_(No_Inferencing),Check,SwitchSet,1,Batch,16,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,5,Batch,4,1,Time,234612859
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,4,1,Time,67102353
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,4,1,Matches,0
Sesame_(No_Inferencing),Read,SwitchSet,4,Batch,64,1,Time,3812278488
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,64,1,Time,155068441
Sesame_(No_Inferencing),Check,SwitchSet,4,Batch,64,1,Matches,0
Jena_(No_Inferencing),Read,SemaphoreNeighbor,5,Batch,8,1,Time,393553347
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,8,1,Time,188996758
Jena_(No_Inferencing),Check,SemaphoreNeighbor,5,Batch,8,1,Matches,0
Sesame_(No_Inferencing),Read,SemaphoreNeighbor,4,Batch,32,1,Time,1843117503
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,32,1,Time,3072972800
Sesame_(No_Inferencing),Check,SemaphoreNeighbor,4,Batch,32,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,1,1,Time,1308066845
INSTANS,Check,ConnectedSegments,1,Batch,1,1,Time,151819944
INSTANS,Check,ConnectedSegments,1,Batch,1,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,1,1,Time,1133705854
INSTANS,Check,RouteSensor,1,Batch,1,1,Time,156172037
INSTANS,Check,RouteSensor,1,Batch,1,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,1,1,Time,1234757900
INSTANS,Check,SemaphoreNeighbor,1,Batch,1,1,Time,138630152
INSTANS,Check,SemaphoreNeighbor,1,Batch,1,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,1,1,Time,809201002
INSTANS,Check,SwitchSet,1,Batch,1,1,Time,236186981
INSTANS,Check,SwitchSet,1,Batch,1,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,2,1,Time,1569236040
INSTANS,Check,ConnectedSegments,1,Batch,2,1,Time,146306992
INSTANS,Check,ConnectedSegments,1,Batch,2,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,2,1,Time,2135483980
INSTANS,Check,RouteSensor,1,Batch,2,1,Time,203032017
INSTANS,Check,RouteSensor,1,Batch,2,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,2,1,Time,1893628120
INSTANS,Check,SemaphoreNeighbor,1,Batch,2,1,Time,179214001
INSTANS,Check,SemaphoreNeighbor,1,Batch,2,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,2,1,Time,2032912970
INSTANS,Check,SwitchSet,1,Batch,2,1,Time,197046041
INSTANS,Check,SwitchSet,1,Batch,2,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,4,1,Time,4805103064
INSTANS,Check,ConnectedSegments,1,Batch,4,1,Time,165575027
INSTANS,Check,ConnectedSegments,1,Batch,4,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,4,1,Time,4429562092
INSTANS,Check,RouteSensor,1,Batch,4,1,Time,278017044
INSTANS,Check,RouteSensor,1,Batch,4,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,4,1,Time,6074740171
INSTANS,Check,SemaphoreNeighbor,1,Batch,4,1,Time,206090927
INSTANS,Check,SemaphoreNeighbor,1,Batch,4,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,4,1,Time,4160005093
INSTANS,Check,SwitchSet,1,Batch,4,1,Time,233062983
INSTANS,Check,SwitchSet,1,Batch,4,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,8,1,Time,9748507023
INSTANS,Check,ConnectedSegments,1,Batch,8,1,Time,221522808
INSTANS,Check,ConnectedSegments,1,Batch,8,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,8,1,Time,7194565058
INSTANS,Check,RouteSensor,1,Batch,8,1,Time,183886051
INSTANS,Check,RouteSensor,1,Batch,8,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,8,1,Time,8093654871
INSTANS,Check,SemaphoreNeighbor,1,Batch,8,1,Time,149646997
INSTANS,Check,SemaphoreNeighbor,1,Batch,8,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,8,1,Time,7430346966
INSTANS,Check,SwitchSet,1,Batch,8,1,Time,197592020
INSTANS,Check,SwitchSet,1,Batch,8,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,16,1,Time,20390831947
INSTANS,Check,ConnectedSegments,1,Batch,16,1,Time,172333002
INSTANS,Check,ConnectedSegments,1,Batch,16,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,16,1,Time,18702217102
INSTANS,Check,RouteSensor,1,Batch,16,1,Time,182996035
INSTANS,Check,RouteSensor,1,Batch,16,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,16,1,Time,18018915176
INSTANS,Check,SemaphoreNeighbor,1,Batch,16,1,Time,145184040
INSTANS,Check,SemaphoreNeighbor,1,Batch,16,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,16,1,Time,13324064970
INSTANS,Check,SwitchSet,1,Batch,16,1,Time,145227909
INSTANS,Check,SwitchSet,1,Batch,16,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,32,1,Time,35514410019
INSTANS,Check,ConnectedSegments,1,Batch,32,1,Time,191548109
INSTANS,Check,ConnectedSegments,1,Batch,32,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,32,1,Time,29436881781
INSTANS,Check,RouteSensor,1,Batch,32,1,Time,178561926
INSTANS,Check,RouteSensor,1,Batch,32,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,32,1,Time,37185018063
INSTANS,Check,SemaphoreNeighbor,1,Batch,32,1,Time,194107056
INSTANS,Check,SemaphoreNeighbor,1,Batch,32,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,32,1,Time,22828185081
INSTANS,Check,SwitchSet,1,Batch,32,1,Time,155021906
INSTANS,Check,SwitchSet,1,Batch,32,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,64,1,Time,67200114012
INSTANS,Check,ConnectedSegments,1,Batch,64,1,Time,213286161
INSTANS,Check,ConnectedSegments,1,Batch,64,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,64,1,Time,68260864019
INSTANS,Check,RouteSensor,1,Batch,64,1,Time,182631969
INSTANS,Check,RouteSensor,1,Batch,64,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,64,1,Time,76767935038
INSTANS,Check,SemaphoreNeighbor,1,Batch,64,1,Time,652929783
INSTANS,Check,SemaphoreNeighbor,1,Batch,64,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,64,1,Time,45955787897
INSTANS,Check,SwitchSet,1,Batch,64,1,Time,139405966
INSTANS,Check,SwitchSet,1,Batch,64,1,Matches,0
INSTANS,Read,ConnectedSegments,1,Batch,128,1,Time,657872352123
INSTANS,Check,ConnectedSegments,1,Batch,128,1,Time,514029980
INSTANS,Check,ConnectedSegments,1,Batch,128,1,Matches,0
INSTANS,Read,RouteSensor,1,Batch,128,1,Time,88087620974
INSTANS,Check,RouteSensor,1,Batch,128,1,Time,559639931
INSTANS,Check,RouteSensor,1,Batch,128,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,Batch,128,1,Time,69633304119
INSTANS,Check,SemaphoreNeighbor,1,Batch,128,1,Time,426013947
INSTANS,Check,SemaphoreNeighbor,1,Batch,128,1,Matches,0
INSTANS,Read,SwitchSet,1,Batch,128,1,Time,87137428045
INSTANS,Check,SwitchSet,1,Batch,128,1,Time,194203854
INSTANS,Check,SwitchSet,1,Batch,128,1,Matches,0
INSTANS,Read,ConnectedSegments,1,inject,1,1,Time,1137439013
INSTANS,Check,ConnectedSegments,1,inject,1,1,Time,175137997
INSTANS,Check,ConnectedSegments,1,inject,1,1,Matches,4
INSTANS,Read,RouteSensor,1,inject,1,1,Time,1124830961
INSTANS,Check,RouteSensor,1,inject,1,1,Time,201525211
INSTANS,Check,RouteSensor,1,inject,1,1,Matches,2
INSTANS,Read,SemaphoreNeighbor,1,inject,1,1,Time,1471194983
INSTANS,Check,SemaphoreNeighbor,1,inject,1,1,Time,155738831
INSTANS,Check,SemaphoreNeighbor,1,inject,1,1,Matches,1
INSTANS,Read,SwitchSet,1,inject,1,1,Time,857404947
INSTANS,Check,SwitchSet,1,inject,1,1,Time,143345833
INSTANS,Check,SwitchSet,1,inject,1,1,Matches,1
INSTANS,Read,ConnectedSegments,1,inject,2,1,Time,1864427090
INSTANS,Check,ConnectedSegments,1,inject,2,1,Time,141601086
INSTANS,Check,ConnectedSegments,1,inject,2,1,Matches,15
INSTANS,Read,RouteSensor,1,inject,2,1,Time,1833269119
INSTANS,Check,RouteSensor,1,inject,2,1,Time,138425112
INSTANS,Check,RouteSensor,1,inject,2,1,Matches,2
INSTANS,Read,SemaphoreNeighbor,1,inject,2,1,Time,2007704973
INSTANS,Check,SemaphoreNeighbor,1,inject,2,1,Time,159236193
INSTANS,Check,SemaphoreNeighbor,1,inject,2,1,Matches,2
INSTANS,Read,SwitchSet,1,inject,2,1,Time,1429221869
INSTANS,Check,SwitchSet,1,inject,2,1,Time,186027050
INSTANS,Check,SwitchSet,1,inject,2,1,Matches,2
INSTANS,Read,ConnectedSegments,1,inject,4,1,Time,4110370159
INSTANS,Check,ConnectedSegments,1,inject,4,1,Time,295632124
INSTANS,Check,ConnectedSegments,1,inject,4,1,Matches,45
INSTANS,Read,RouteSensor,1,inject,4,1,Time,3580888033
INSTANS,Check,RouteSensor,1,inject,4,1,Time,148149967
INSTANS,Check,RouteSensor,1,inject,4,1,Matches,9
INSTANS,Read,SemaphoreNeighbor,1,inject,4,1,Time,4254780054
INSTANS,Check,SemaphoreNeighbor,1,inject,4,1,Time,162933111
INSTANS,Check,SemaphoreNeighbor,1,inject,4,1,Matches,2
INSTANS,Read,SwitchSet,1,inject,4,1,Time,3756382942
INSTANS,Check,SwitchSet,1,inject,4,1,Time,179757118
INSTANS,Check,SwitchSet,1,inject,4,1,Matches,7
INSTANS,Read,ConnectedSegments,1,inject,8,1,Time,8797345161
INSTANS,Check,ConnectedSegments,1,inject,8,1,Time,216913223
INSTANS,Check,ConnectedSegments,1,inject,8,1,Matches,108
INSTANS,Read,RouteSensor,1,inject,8,1,Time,7104949951
INSTANS,Check,RouteSensor,1,inject,8,1,Time,156091928
INSTANS,Check,RouteSensor,1,inject,8,1,Matches,19
INSTANS,Read,SemaphoreNeighbor,1,inject,8,1,Time,9669319153
INSTANS,Check,SemaphoreNeighbor,1,inject,8,1,Time,189209938
INSTANS,Check,SemaphoreNeighbor,1,inject,8,1,Matches,6
INSTANS,Read,SwitchSet,1,inject,8,1,Time,5934881926
INSTANS,Check,SwitchSet,1,inject,8,1,Time,161910057
INSTANS,Check,SwitchSet,1,inject,8,1,Matches,18
INSTANS,Read,ConnectedSegments,1,inject,16,1,Time,13995101929
INSTANS,Check,ConnectedSegments,1,inject,16,1,Time,164081097
INSTANS,Check,ConnectedSegments,1,inject,16,1,Matches,204
INSTANS,Read,RouteSensor,1,inject,16,1,Time,16183312178
INSTANS,Check,RouteSensor,1,inject,16,1,Time,157306910
INSTANS,Check,RouteSensor,1,inject,16,1,Matches,26
INSTANS,Read,SemaphoreNeighbor,1,inject,16,1,Time,20017517090
INSTANS,Check,SemaphoreNeighbor,1,inject,16,1,Time,190608025
INSTANS,Check,SemaphoreNeighbor,1,inject,16,1,Matches,10
INSTANS,Read,SwitchSet,1,inject,16,1,Time,9426644087
INSTANS,Check,SwitchSet,1,inject,16,1,Time,147840023
INSTANS,Check,SwitchSet,1,inject,16,1,Matches,43
INSTANS,Read,ConnectedSegments,1,inject,32,1,Time,32806988001
INSTANS,Check,ConnectedSegments,1,inject,32,1,Time,142307043
INSTANS,Check,ConnectedSegments,1,inject,32,1,Matches,439
INSTANS,Read,RouteSensor,1,inject,32,1,Time,32543501139
INSTANS,Check,RouteSensor,1,inject,32,1,Time,166887999
INSTANS,Check,RouteSensor,1,inject,32,1,Matches,57
INSTANS,Read,SemaphoreNeighbor,1,inject,32,1,Time,39282183886
INSTANS,Check,SemaphoreNeighbor,1,inject,32,1,Time,187937975
INSTANS,Check,SemaphoreNeighbor,1,inject,32,1,Matches,13
INSTANS,Read,SwitchSet,1,inject,32,1,Time,24341876030
INSTANS,Check,SwitchSet,1,inject,32,1,Time,147288084
INSTANS,Check,SwitchSet,1,inject,32,1,Matches,118
INSTANS,Read,ConnectedSegments,1,inject,64,1,Time,71648200035
INSTANS,Check,ConnectedSegments,1,inject,64,1,Time,213215113
INSTANS,Check,ConnectedSegments,1,inject,64,1,Matches,803
INSTANS,Read,RouteSensor,1,inject,64,1,Time,58435916185
INSTANS,Check,RouteSensor,1,inject,64,1,Time,158709049
INSTANS,Check,RouteSensor,1,inject,64,1,Matches,116
INSTANS,Read,SemaphoreNeighbor,1,inject,64,1,Time,67655232191
INSTANS,Check,SemaphoreNeighbor,1,inject,64,1,Time,403918982
INSTANS,Check,SemaphoreNeighbor,1,inject,64,1,Matches,0
INSTANS,Read,SwitchSet,1,inject,64,1,Time,48420367002
INSTANS,Check,SwitchSet,1,inject,64,1,Time,187865019
INSTANS,Check,SwitchSet,1,inject,64,1,Matches,233
INSTANS,Read,ConnectedSegments,1,inject,128,1,Time,194641693115
INSTANS,Check,ConnectedSegments,1,inject,128,1,Time,661148071
INSTANS,Check,ConnectedSegments,1,inject,128,1,Matches,0
INSTANS,Read,RouteSensor,1,inject,128,1,Time,102913988829
INSTANS,Check,RouteSensor,1,inject,128,1,Time,554380894
INSTANS,Check,RouteSensor,1,inject,128,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,inject,128,1,Time,81434789181
INSTANS,Check,SemaphoreNeighbor,1,inject,128,1,Time,509423018
INSTANS,Check,SemaphoreNeighbor,1,inject,128,1,Matches,0
INSTANS,Read,SwitchSet,1,inject,128,1,Time,113806452990
INSTANS,Check,SwitchSet,1,inject,128,1,Time,191366911
INSTANS,Check,SwitchSet,1,inject,128,1,Matches,470
INSTANS,Read,ConnectedSegments,1,repair,1,1,Time,1209832191
INSTANS,Check,ConnectedSegments,1,repair,1,1,Time,144876003
INSTANS,Check,ConnectedSegments,1,repair,1,1,Matches,4
INSTANS,Read,RouteSensor,1,repair,1,1,Time,1250792980
INSTANS,Check,RouteSensor,1,repair,1,1,Time,157891989
INSTANS,Check,RouteSensor,1,repair,1,1,Matches,7
INSTANS,Read,SemaphoreNeighbor,1,repair,1,1,Time,1563408136
INSTANS,Check,SemaphoreNeighbor,1,repair,1,1,Time,148078203
INSTANS,Check,SemaphoreNeighbor,1,repair,1,1,Matches,1
INSTANS,Read,SwitchSet,1,repair,1,1,Time,900531054
INSTANS,Check,SwitchSet,1,repair,1,1,Time,143302917
INSTANS,Check,SwitchSet,1,repair,1,1,Matches,2
INSTANS,Read,ConnectedSegments,1,repair,2,1,Time,1967154026
INSTANS,Check,ConnectedSegments,1,repair,2,1,Time,148425102
INSTANS,Check,ConnectedSegments,1,repair,2,1,Matches,15
INSTANS,Read,RouteSensor,1,repair,2,1,Time,1828768015
INSTANS,Check,RouteSensor,1,repair,2,1,Time,157763004
INSTANS,Check,RouteSensor,1,repair,2,1,Matches,9
INSTANS,Read,SemaphoreNeighbor,1,repair,2,1,Time,2027757168
INSTANS,Check,SemaphoreNeighbor,1,repair,2,1,Time,145900965
INSTANS,Check,SemaphoreNeighbor,1,repair,2,1,Matches,1
INSTANS,Read,SwitchSet,1,repair,2,1,Time,1624129057
INSTANS,Check,SwitchSet,1,repair,2,1,Time,182792902
INSTANS,Check,SwitchSet,1,repair,2,1,Matches,4
INSTANS,Read,ConnectedSegments,1,repair,4,1,Time,3852584124
INSTANS,Check,ConnectedSegments,1,repair,4,1,Time,154155016
INSTANS,Check,ConnectedSegments,1,repair,4,1,Matches,45
INSTANS,Read,RouteSensor,1,repair,4,1,Time,3769273043
INSTANS,Check,RouteSensor,1,repair,4,1,Time,168696165
INSTANS,Check,RouteSensor,1,repair,4,1,Matches,26
INSTANS,Read,SemaphoreNeighbor,1,repair,4,1,Time,4029222012
INSTANS,Check,SemaphoreNeighbor,1,repair,4,1,Time,162867069
INSTANS,Check,SemaphoreNeighbor,1,repair,4,1,Matches,0
INSTANS,Read,SwitchSet,1,repair,4,1,Time,2640417099
INSTANS,Check,SwitchSet,1,repair,4,1,Time,154300928
INSTANS,Check,SwitchSet,1,repair,4,1,Matches,11
INSTANS,Read,ConnectedSegments,1,repair,8,1,Time,8290034056
INSTANS,Check,ConnectedSegments,1,repair,8,1,Time,197956085
INSTANS,Check,ConnectedSegments,1,repair,8,1,Matches,108
INSTANS,Read,RouteSensor,1,repair,8,1,Time,8620924950
INSTANS,Check,RouteSensor,1,repair,8,1,Time,200139999
INSTANS,Check,RouteSensor,1,repair,8,1,Matches,44
INSTANS,Read,SemaphoreNeighbor,1,repair,8,1,Time,8722554922
INSTANS,Check,SemaphoreNeighbor,1,repair,8,1,Time,238594055
INSTANS,Check,SemaphoreNeighbor,1,repair,8,1,Matches,5
INSTANS,Read,SwitchSet,1,repair,8,1,Time,7291896820
INSTANS,Check,SwitchSet,1,repair,8,1,Time,292262077
INSTANS,Check,SwitchSet,1,repair,8,1,Matches,24
INSTANS,Read,ConnectedSegments,1,repair,16,1,Time,17713571072
INSTANS,Check,ConnectedSegments,1,repair,16,1,Time,303071022
INSTANS,Check,ConnectedSegments,1,repair,16,1,Matches,204
INSTANS,Read,RouteSensor,1,repair,16,1,Time,15077437878
INSTANS,Check,RouteSensor,1,repair,16,1,Time,190987110
INSTANS,Check,RouteSensor,1,repair,16,1,Matches,70
INSTANS,Read,SemaphoreNeighbor,1,repair,16,1,Time,19560230017
INSTANS,Check,SemaphoreNeighbor,1,repair,16,1,Time,194624901
INSTANS,Check,SemaphoreNeighbor,1,repair,16,1,Matches,8
INSTANS,Read,SwitchSet,1,repair,16,1,Time,11321663141
INSTANS,Check,SwitchSet,1,repair,16,1,Time,162284851
INSTANS,Check,SwitchSet,1,repair,16,1,Matches,52
INSTANS,Read,ConnectedSegments,1,repair,32,1,Time,35176545143
INSTANS,Check,ConnectedSegments,1,repair,32,1,Time,185652971
INSTANS,Check,ConnectedSegments,1,repair,32,1,Matches,439
INSTANS,Read,RouteSensor,1,repair,32,1,Time,29498323917
INSTANS,Check,RouteSensor,1,repair,32,1,Time,290349007
INSTANS,Check,RouteSensor,1,repair,32,1,Matches,149
INSTANS,Read,SemaphoreNeighbor,1,repair,32,1,Time,44088646889
INSTANS,Check,SemaphoreNeighbor,1,repair,32,1,Time,171809912
INSTANS,Check,SemaphoreNeighbor,1,repair,32,1,Matches,13
INSTANS,Read,SwitchSet,1,repair,32,1,Time,23353186131
INSTANS,Check,SwitchSet,1,repair,32,1,Time,204506874
INSTANS,Check,SwitchSet,1,repair,32,1,Matches,144
INSTANS,Read,ConnectedSegments,1,repair,64,1,Time,66369907141
INSTANS,Check,ConnectedSegments,1,repair,64,1,Time,173219919
INSTANS,Check,ConnectedSegments,1,repair,64,1,Matches,803
INSTANS,Read,RouteSensor,1,repair,64,1,Time,66148252964
INSTANS,Check,RouteSensor,1,repair,64,1,Time,167740107
INSTANS,Check,RouteSensor,1,repair,64,1,Matches,311
INSTANS,Read,SemaphoreNeighbor,1,repair,64,1,Time,81584190845
INSTANS,Check,SemaphoreNeighbor,1,repair,64,1,Time,641433001
INSTANS,Check,SemaphoreNeighbor,1,repair,64,1,Matches,0
INSTANS,Read,SwitchSet,1,repair,64,1,Time,48421448946
INSTANS,Check,SwitchSet,1,repair,64,1,Time,408552885
INSTANS,Check,SwitchSet,1,repair,64,1,Matches,287
INSTANS,Read,ConnectedSegments,1,repair,128,1,Time,725804339170
INSTANS,Check,ConnectedSegments,1,repair,128,1,Time,452036142
INSTANS,Check,ConnectedSegments,1,repair,128,1,Matches,0
INSTANS,Read,RouteSensor,1,repair,128,1,Time,93448963881
INSTANS,Check,RouteSensor,1,repair,128,1,Time,575882196
INSTANS,Check,RouteSensor,1,repair,128,1,Matches,0
INSTANS,Read,SemaphoreNeighbor,1,repair,128,1,Time,70489015818
INSTANS,Check,SemaphoreNeighbor,1,repair,128,1,Time,482452154
INSTANS,Check,SemaphoreNeighbor,1,repair,128,1,Matches,0
INSTANS,Read,SwitchSet,1,repair,128,1,Time,90238961935
INSTANS,Check,SwitchSet,1,repair,128,1,Time,177525997
INSTANS,Check,SwitchSet,1,repair,128,1,Matches,590
